step,train_loss,val_loss,val_ppl,time_ms,mfu
0,9.05,9.07,8663.83,57643.8,-100.0
1,9.88,,,1651.1,-100.0
2,9.03,,,1903.6,-100.0
3,8.25,,,1773.4,-100.0
4,7.94,,,1886.8,-100.0
5,7.85,,,1613.3,10.4
6,7.94,,,1734.2,10.4
7,7.83,,,2185.5,10.1
8,7.4,,,1878.8,10.0
9,7.45,,,1730.3,10.0
10,7.55,,,1881.7,9.9
11,7.26,,,1675.2,9.9
12,7.42,,,1698.9,9.9
13,7.28,,,2180.9,9.7
14,7.32,,,1760.5,9.7
15,7.38,,,1665.6,9.7
16,7.14,,,1649.3,9.7
17,7.55,,,2083.3,9.6
18,7.15,,,1267.6,10.0
19,7.0,,,1815.0,9.9
20,7.43,,,1571.2,10.0
21,7.05,,,1838.7,9.9
22,7.21,,,1957.7,9.8
23,7.07,,,2034.6,9.6
24,7.18,,,1766.9,9.6
25,6.83,,,1696.9,9.6
26,6.9,,,1869.8,9.6
27,6.89,,,1688.3,9.6
28,6.86,,,2351.6,9.4
29,6.91,,,1865.1,9.3
30,6.81,,,1645.0,9.4
31,6.86,,,1888.2,9.4
32,6.78,,,2055.5,9.3
33,6.66,,,1769.7,9.3
34,6.63,,,1733.3,9.3
35,6.8,,,2094.5,9.2
36,6.67,,,1866.6,9.2
37,6.67,,,1730.0,9.2
38,6.8,,,2150.3,9.1
39,6.56,,,2049.0,9.0
40,6.62,,,2148.9,8.9
41,6.64,,,1704.9,9.0
42,6.54,,,1910.0,9.0
43,6.95,,,1660.4,9.1
44,6.49,,,1879.5,9.1
45,6.46,,,1796.1,9.1
46,6.51,,,1698.3,9.2
47,6.45,,,1730.2,9.2
48,6.67,,,2137.2,9.1
49,6.47,,,1860.3,9.1
50,6.56,,,1666.8,9.2
51,6.49,,,1897.3,9.2
52,6.57,,,1606.8,9.3
53,6.38,,,2007.2,9.2
54,6.44,,,1628.6,9.3
55,6.7,,,1893.5,9.3
56,6.6,,,1837.8,9.3
57,6.4,,,2241.9,9.1
58,6.52,,,1627.9,9.2
