step,train_loss,val_loss,val_ppl,time_ms,mfu
0,9.35,9.45,12648.23,55103.6,-100.0
1,9.49,,,1586.8,-100.0
2,13.11,,,1842.1,-100.0
3,11.31,,,1718.4,-100.0
4,8.94,,,1812.2,-100.0
5,8.8,,,1662.5,10.1
6,8.4,,,1851.4,10.0
7,8.29,,,1766.5,10.0
8,8.22,,,1981.1,9.8
9,8.17,,,1919.2,9.7
10,7.62,,,1616.9,9.8
11,7.63,,,1772.2,9.8
12,7.6,,,5929.9,9.1
13,7.52,,,1790.8,9.1
14,7.65,,,1639.0,9.2
15,7.47,,,1724.0,9.3
16,7.42,,,1804.5,9.3
17,7.36,,,1667.7,9.4
18,7.3,,,1758.6,9.4
19,7.5,,,1809.4,9.4
20,7.45,,,1950.8,9.3
21,7.53,,,1941.4,9.2
22,7.35,,,1874.8,9.2
23,7.25,,,1715.8,9.3
24,7.42,,,2056.3,9.2
25,7.23,,,2793.7,8.8
26,7.29,,,1621.8,9.0
27,7.29,,,2859.6,8.7
28,7.24,,,1739.5,8.8
29,7.14,,,1619.6,8.9
30,7.18,,,1821.0,9.0
31,7.3,,,1555.4,9.2
32,7.16,,,1671.4,9.3
33,7.02,,,1707.0,9.3
34,7.1,,,1638.2,9.4
35,6.95,,,1730.7,9.4
36,7.16,,,33711.1,8.5
37,7.14,,,1752.1,8.7
38,7.0,,,1716.4,8.8
39,6.94,,,2042.0,8.7
40,6.9,,,1853.2,8.8
41,6.86,,,1750.3,8.8
42,7.07,,,1697.5,8.9
43,6.78,,,2810.4,8.7
44,7.03,,,1837.1,8.7
45,7.11,,,1856.3,8.7
46,6.68,,,1787.2,8.8
47,6.72,,,1977.1,8.8
48,6.91,,,1687.1,8.9
49,6.89,,,1671.0,9.0
50,7.15,,,1696.2,9.1
51,6.94,,,1884.9,9.1
52,6.88,,,1757.6,9.1
53,7.01,,,1751.3,9.2
54,6.85,,,1623.6,9.3
55,6.87,,,1778.2,9.3
56,6.62,,,1678.0,9.4
57,6.81,,,1824.3,9.4
58,6.81,,,1600.2,9.5
59,6.82,,,1963.6,9.4
60,6.79,,,1748.5,9.4
61,6.9,,,1752.3,9.4
62,6.89,,,1724.3,9.5
63,6.77,,,1801.7,9.5
64,6.72,,,1670.3,9.5
65,6.79,,,1749.3,9.5
66,6.72,,,1708.5,9.6
67,6.79,,,1707.7,9.6
68,6.71,,,1697.2,9.6
69,6.5,,,1613.1,9.7
70,6.53,,,1670.9,9.7
71,6.54,,,1975.4,9.6
72,6.47,,,1814.8,9.6
73,6.6,,,2004.3,9.5
74,6.44,,,1583.7,9.6
75,6.49,,,1818.8,9.6
76,6.41,,,1682.7,9.6
77,6.78,,,1661.4,9.6
78,6.6,,,1753.6,9.6
79,6.51,,,1823.0,9.6
80,6.63,,,1656.2,9.7
81,6.57,,,1573.2,9.8
82,6.57,,,1923.7,9.7
83,6.54,,,1875.6,9.6
84,6.67,,,1805.3,9.6
85,6.49,,,1734.6,9.6
86,6.57,,,1899.4,9.5
87,6.39,,,1788.8,9.5
88,6.3,,,1723.4,9.5
89,6.41,,,1784.5,9.5
90,6.55,,,1992.7,9.4
91,6.69,,,1929.6,9.3
92,6.31,,,1783.0,9.4
93,6.61,,,1861.9,9.3
94,6.54,,,1577.4,9.5
95,6.26,,,1971.9,9.4
96,6.48,,,1972.3,9.3
97,6.48,,,1889.7,9.2
98,6.48,,,1826.4,9.2
99,6.53,,,1805.5,9.2
100,6.28,,,1681.1,9.3
101,6.72,,,1887.1,9.3
102,6.33,,,2027.8,9.2
103,6.35,,,1734.1,9.2
104,6.53,,,1666.8,9.3
105,6.32,,,1699.6,9.4
106,6.11,,,1625.4,9.5
107,6.1,,,1811.8,9.5
