step,train_loss,val_loss,val_ppl,time_ms,mfu
0,10.95,10.96,57280.04,68575.6,-100.0
1,10.05,,,2100.3,-100.0
2,9.33,,,1859.3,-100.0
3,8.95,,,1727.2,-100.0
4,8.6,,,1940.4,-100.0
5,8.83,,,1894.3,8.9
6,8.21,,,1718.6,9.0
7,7.89,,,1738.4,9.0
8,7.76,,,1932.7,9.0
9,7.64,,,1843.2,9.0
10,7.36,,,1847.7,9.0
11,7.42,,,1879.6,9.0
12,7.59,,,1646.8,9.1
13,7.76,,,1857.8,9.1
14,7.47,,,1821.3,9.1
15,7.5,,,1779.5,9.2
16,7.37,,,1847.9,9.2
17,7.64,,,1980.3,9.1
18,7.41,,,2011.6,9.0
19,7.5,,,2150.2,8.9
20,7.54,,,1929.2,8.9
21,7.46,,,1764.8,9.0
22,7.5,,,2941.6,8.6
23,7.43,,,2014.7,8.6
24,7.48,,,1897.7,8.6
25,7.63,,,1875.3,8.7
26,7.39,,,1954.7,8.7
27,7.58,,,2032.1,8.6
28,7.34,,,2033.1,8.6
29,7.23,,,1897.9,8.6
30,7.17,,,1833.7,8.7
31,7.05,,,2819.0,8.4
32,7.34,,,1840.5,8.5
33,7.33,,,1941.7,8.5
34,7.27,,,2000.7,8.5
35,7.59,,,1728.7,8.6
36,7.53,,,2021.4,8.6
37,7.24,,,2084.1,8.5
38,6.97,,,1929.2,8.6
39,7.29,,,1816.5,8.6
40,6.99,,,1901.9,8.6
41,7.07,,,1742.2,8.7
42,6.99,,,1838.9,8.8
43,7.18,,,1914.1,8.8
44,6.97,,,1756.8,8.9
45,6.95,,,1762.1,8.9
46,6.88,,,1861.1,8.9
47,7.13,,,1880.4,8.9
48,6.97,,,1832.9,9.0
49,6.96,,,1818.9,9.0
50,6.98,,,1890.3,9.0
51,6.92,,,2113.4,8.9
52,7.03,,,1973.5,8.9
53,6.72,,,1892.0,8.9
54,6.67,,,1884.0,8.9
55,6.9,,,1886.0,8.9
56,6.81,,,1916.3,8.9
57,6.84,,,2053.6,8.8
58,6.82,,,1930.1,8.8
59,6.6,,,1963.5,8.8
60,6.71,,,1833.6,8.8
61,6.65,,,2275.6,8.7
62,6.69,,,1768.2,8.8
63,6.75,,,27489.4,7.9
64,6.93,,,1982.7,8.0
65,6.83,,,2177.9,8.0
66,6.71,,,2078.7,8.0
67,7.13,,,2238.2,7.9
68,6.78,,,2109.1,7.9
69,6.82,,,2199.6,7.9
70,6.55,,,2134.3,7.9
71,6.66,,,1795.2,8.1
72,6.84,,,1884.7,8.1
73,6.91,,,2140.1,8.1
74,6.93,,,1989.0,8.1
75,6.52,,,1860.9,8.2
76,6.56,,,1946.9,8.3
77,6.79,,,1836.8,8.4
78,6.6,,,1925.0,8.4
79,6.59,,,1750.0,8.5
80,6.8,,,1744.3,8.6
81,6.48,,,3505.1,8.3
82,6.72,,,1900.0,8.3
83,6.36,,,1815.3,8.4
84,6.61,,,1691.3,8.6
85,6.59,,,1867.3,8.6
86,6.41,,,1959.8,8.6
87,6.42,,,2906.7,8.3
88,6.66,,,2025.2,8.3
89,6.87,,,1847.4,8.4
90,6.6,,,1754.7,8.5
91,6.58,,,2017.3,8.5
92,6.44,,,1796.0,8.6
93,6.48,,,1905.9,8.6
94,6.2,,,3083.9,8.3
95,6.43,,,1807.4,8.4
96,6.46,,,1918.7,8.4
97,6.22,,,1813.3,8.5
98,6.32,,,1949.9,8.5
99,6.39,,,1896.9,8.6
100,6.46,,,1887.3,8.6
101,6.17,,,1848.3,8.7
102,6.34,,,1967.8,8.6
103,6.54,,,2069.1,8.6
104,6.48,,,2022.9,8.6
105,6.36,,,1911.0,8.6
106,6.38,,,1883.8,8.6
107,6.39,,,1863.8,8.7
108,6.04,,,2068.8,8.6
109,6.42,,,2127.6,8.5
110,6.79,,,1906.0,8.6
111,6.29,,,2044.3,8.5
112,6.24,,,2284.0,8.4
113,6.44,,,1985.4,8.4
114,6.41,,,3157.6,8.1
115,6.25,,,1940.9,8.2
116,6.34,,,1961.1,8.2
117,6.53,,,2090.4,8.2
118,6.36,,,2906.8,8.0
119,6.26,,,1795.2,8.1
120,6.33,,,1961.6,8.1
121,6.57,,,2067.8,8.1
122,6.54,,,2107.7,8.1
123,6.28,,,1850.2,8.2
124,6.23,,,1926.7,8.3
125,6.29,,,1942.8,8.3
126,6.49,,,1918.7,8.4
127,6.44,,,1730.6,8.5
128,6.31,,,1902.9,8.5
129,6.52,,,1934.4,8.6
130,6.33,,,1894.3,8.6
131,6.24,,,1888.9,8.6
132,6.41,,,1938.1,8.6
133,6.14,,,1944.0,8.6
134,6.23,,,1862.7,8.7
135,6.3,,,1811.2,8.7
136,6.21,,,1781.5,8.8
137,6.3,,,3103.6,8.5
138,6.16,,,1756.0,8.6
139,6.28,,,1918.0,8.6
140,6.34,,,2263.2,8.5
141,6.19,,,2041.9,8.5
142,6.3,,,1781.2,8.6
143,6.45,,,1987.2,8.5
144,6.31,,,1895.6,8.6
145,6.29,,,1820.5,8.6
146,6.44,,,1717.9,8.8
147,6.38,,,1670.4,8.9
148,6.31,,,1872.2,8.9
149,6.15,,,1884.7,8.9
150,6.35,,,1959.1,8.9
151,6.49,,,1899.5,8.9
152,6.21,,,1982.2,8.8
153,6.18,,,1859.8,8.9
154,6.33,,,1666.7,9.0
155,6.19,,,2093.6,8.9
156,6.25,,,2048.7,8.8
157,6.22,,,1721.6,8.9
158,6.04,,,1884.9,8.9
159,6.44,,,1919.6,8.9
160,6.27,,,1904.3,8.9
161,6.29,,,1917.6,8.9
162,6.14,,,1843.7,8.9
163,6.16,,,2033.3,8.8
164,6.21,,,1999.0,8.8
