step,train_loss,val_loss,val_ppl,time_ms,mfu
0,10.15,10.13,25140.89,65003.1,-100.0
1,9.71,,,2074.2,-100.0
2,8.8,,,2915.4,-100.0
3,8.56,,,1875.8,-100.0
4,8.33,,,2199.2,-100.0
5,7.89,,,2361.8,7.1
6,7.78,,,2506.5,7.1
7,7.78,,,1820.3,7.3
8,7.58,,,1787.5,7.5
9,7.52,,,1977.3,7.6
10,7.38,,,1690.8,7.8
11,7.64,,,2226.5,7.8
12,7.56,,,2381.5,7.7
13,7.63,,,2059.1,7.8
14,7.32,,,2052.8,7.8
15,7.64,,,2020.7,7.9
16,7.24,,,2182.7,7.9
17,7.35,,,1749.5,8.0
18,7.29,,,2041.1,8.1
19,7.47,,,1664.7,8.3
20,7.4,,,1788.5,8.4
21,7.34,,,1823.0,8.5
22,7.55,,,2181.3,8.4
23,7.27,,,1898.3,8.4
24,7.29,,,1969.3,8.4
25,7.37,,,1863.5,8.5
26,7.52,,,1942.5,8.5
27,7.13,,,1864.4,8.6
28,7.56,,,1925.8,8.6
29,7.12,,,2311.1,8.5
30,7.12,,,2103.6,8.4
31,7.1,,,2164.6,8.3
32,7.19,,,1837.1,8.4
33,7.12,,,1996.8,8.4
34,7.21,,,2115.5,8.4
35,7.14,,,1676.2,8.5
36,7.24,,,1876.1,8.6
37,7.07,,,2160.0,8.5
38,6.97,,,1897.0,8.5
39,6.99,,,2132.6,8.5
40,6.98,,,1652.2,8.7
41,7.23,,,2237.5,8.5
42,7.14,,,1860.1,8.6
43,6.94,,,1983.3,8.6
44,6.9,,,2096.3,8.5
45,6.81,,,2073.5,8.5
46,6.8,,,1817.2,8.6
47,7.06,,,1953.2,8.6
48,7.02,,,2443.9,8.4
49,7.13,,,2091.2,8.4
50,6.8,,,2007.5,8.4
51,6.8,,,2055.9,8.3
52,6.81,,,1725.3,8.5
53,6.93,,,1742.1,8.6
54,7.0,,,2334.2,8.5
55,6.87,,,1989.8,8.5
56,6.85,,,2023.9,8.5
57,6.84,,,2338.3,8.3
58,6.82,,,1852.8,8.4
59,6.75,,,2129.0,8.4
60,6.89,,,1598.6,8.6
61,6.7,,,1888.0,8.6
62,6.57,,,2347.4,8.5
63,6.63,,,2053.6,8.4
64,6.76,,,1595.3,8.6
65,6.79,,,1875.5,8.7
66,6.63,,,1616.0,8.9
67,6.85,,,2402.0,8.7
68,6.57,,,1929.6,8.7
69,6.77,,,2035.3,8.6
70,6.66,,,1558.4,8.9
71,6.62,,,2288.0,8.7
72,6.76,,,1963.8,8.7
73,6.74,,,1652.2,8.8
74,6.84,,,1688.9,9.0
75,6.43,,,1844.4,9.0
76,6.75,,,2044.2,8.9
77,6.81,,,2261.1,8.7
78,6.54,,,2265.6,8.6
79,6.4,,,1976.4,8.6
80,6.52,,,1780.6,8.7
81,6.32,,,1780.6,8.8
82,6.43,,,1842.5,8.8
83,6.66,,,1916.2,8.8
84,6.71,,,2219.9,8.7
85,6.61,,,1825.6,8.7
86,6.67,,,2256.8,8.6
87,6.48,,,1865.3,8.6
88,6.31,,,2300.2,8.5
89,6.52,,,2032.3,8.5
90,6.49,,,1923.8,8.5
91,6.56,,,1701.0,8.7
92,6.42,,,1826.4,8.7
93,7.05,,,1916.2,8.7
94,6.39,,,2574.2,8.5
95,6.3,,,2263.0,8.4
96,6.5,,,1670.1,8.6
97,6.5,,,2207.6,8.5
98,6.42,,,1960.1,8.5
99,6.43,,,1509.8,8.7
100,6.23,,,2378.2,8.6
101,6.22,,,2505.1,8.4
102,6.34,,,3553.8,8.0
103,6.37,,,2166.1,8.0
104,6.3,,,1918.9,8.1
105,6.08,,,1682.9,8.3
106,6.37,,,1716.9,8.4
107,6.45,,,2062.3,8.4
108,6.49,,,2048.6,8.4
109,6.29,,,2082.2,8.4
110,6.28,,,2012.1,8.4
111,6.36,,,2124.9,8.3
112,6.4,,,1869.1,8.4
113,6.36,,,1864.4,8.4
114,6.53,,,1645.9,8.6
115,6.31,,,1775.6,8.7
116,6.24,,,1770.8,8.8
117,6.26,,,1823.3,8.8
118,6.64,,,1691.9,8.9
119,6.4,,,1808.2,9.0
120,6.34,,,3171.7,8.6
