step,train_loss,val_loss,val_ppl,time_ms,mfu
395,6.07,,,1583.7,10.3
396,5.81,,,1729.2,10.2
397,5.97,,,1710.9,10.2
398,5.86,,,1764.4,10.1
399,5.79,,,2110.0,9.9
400,5.95,,,2060.5,9.7
401,5.91,,,2075.6,9.6
402,5.56,,,1384.7,9.8
403,5.59,,,1520.0,10.0
404,5.94,,,1557.1,10.0
405,6.02,,,1522.1,10.1
406,5.93,,,1440.6,10.3
407,5.91,,,1642.1,10.3
408,5.95,,,2465.9,9.9
409,5.87,,,1475.5,10.1
410,5.89,,,1589.5,10.1
411,6.04,,,1594.6,10.2
412,5.61,,,2183.4,9.9
413,5.93,,,1695.7,9.9
414,5.66,,,1694.0,9.9
415,5.79,,,2115.7,9.7
416,5.82,,,1731.7,9.7
417,5.61,,,1966.7,9.6
418,5.7,,,1978.2,9.5
419,5.82,,,1580.4,9.6
420,6.2,,,1522.5,9.8
421,5.79,,,1348.2,10.0
422,6.04,,,1594.9,10.1
423,5.8,,,1612.0,10.1
424,5.95,,,1713.4,10.1
425,5.91,,,1778.1,10.0
426,5.82,,,1668.3,10.0
427,5.74,,,1595.2,10.1
428,5.87,,,1524.8,10.2
429,5.72,,,1938.1,10.0
430,5.82,,,1547.1,10.1
431,5.74,,,1314.7,10.4
432,5.9,,,1574.6,10.4
433,5.47,,,1449.1,10.5
434,5.83,,,1808.8,10.4
435,5.86,,,1728.8,10.3
436,6.02,,,1662.8,10.3
437,5.9,,,1654.8,10.3
438,5.82,,,1468.1,10.4
439,5.76,,,1461.6,10.5
440,5.8,,,1495.6,10.6
441,5.75,,,1572.0,10.6
442,5.65,,,1498.4,10.7
443,5.62,,,1360.8,10.8
444,5.88,,,1479.3,10.9
445,5.63,,,1521.3,10.9
446,5.84,,,1632.1,10.9
447,5.86,,,1890.4,10.7
448,5.69,,,1562.0,10.7
449,5.76,,,1772.1,10.6
450,5.64,,,1624.8,10.5
451,5.8,,,1597.9,10.5
452,5.66,,,1570.2,10.6
453,5.7,,,1484.8,10.6
454,5.78,,,1471.9,10.7
455,5.8,,,1731.3,10.6
456,5.92,,,2526.4,10.2
457,5.7,,,1536.9,10.3
458,5.78,,,1401.7,10.5
459,5.64,,,1625.0,10.5
460,5.76,,,1970.4,10.3
461,5.61,,,1515.0,10.3
462,5.71,,,1755.8,10.3
463,5.86,,,1632.9,10.3
464,5.74,,,1661.0,10.3
465,5.71,,,1663.9,10.2
466,5.63,,,1838.7,10.1
467,5.41,,,1684.4,10.1
468,5.73,,,1448.9,10.3
469,5.72,,,1682.4,10.2
470,5.67,,,1527.4,10.3
471,5.89,,,1740.4,10.3
472,5.62,,,1944.8,10.1
473,5.82,,,1833.2,10.0
474,5.83,,,1572.1,10.1
475,5.85,,,1527.9,10.2
476,5.72,,,1813.2,10.1
477,5.65,,,1480.2,10.2
478,5.64,,,1646.7,10.2
479,5.62,,,2091.9,10.0
480,5.35,,,1458.0,10.2
481,5.77,,,1566.5,10.2
482,5.73,,,2070.3,10.0
483,5.72,,,1476.1,10.1
484,5.7,,,2053.3,9.9
485,5.93,,,3063.2,9.5
486,5.69,,,2881.3,9.1
487,5.8,,,2717.0,8.8
488,5.6,,,3109.4,8.5
489,5.51,,,2922.7,8.2
490,5.63,,,2861.0,8.0
491,5.83,,,2699.3,7.8
492,5.63,,,3097.4,7.6
493,5.52,,,2459.2,7.5
494,5.82,,,1595.2,7.8
495,5.6,,,3120.6,7.6
496,5.6,,,2281.2,7.5
497,5.78,,,1899.3,7.7
498,5.63,,,1551.0,8.0
499,5.54,,,2148.1,8.0
500,5.94,,,1804.0,8.1
501,5.58,,,1408.1,8.5
502,5.79,,,1635.4,8.7
503,5.68,,,1615.9,8.9
504,5.67,,,1594.3,9.0
505,5.56,,,1789.1,9.1
506,5.72,,,1599.8,9.2
507,5.62,,,1548.5,9.4
508,5.47,,,1599.2,9.5
509,5.78,,,1765.1,9.5
510,5.68,,,1943.8,9.4
511,5.78,,,1288.0,9.8
512,5.7,,,1409.1,10.0
513,5.57,,,1524.7,10.1
514,5.54,,,1636.9,10.1
515,5.47,,,1524.0,10.2
516,5.68,,,1767.5,10.1
517,5.63,,,1495.7,10.3
518,5.78,,,1684.2,10.2
519,5.68,,,1717.7,10.2
520,5.58,,,1491.8,10.3
521,5.55,,,1317.3,10.5
522,5.49,,,1819.2,10.4
523,5.72,,,1419.3,10.6
524,5.3,,,1889.5,10.4
525,5.45,,,1432.3,10.5
526,5.41,,,1599.7,10.5
527,5.69,,,1657.9,10.5
528,5.63,,,1546.4,10.5
529,5.59,,,1553.1,10.6
530,5.66,,,1561.0,10.6
531,5.55,,,1809.9,10.5
532,5.71,,,1741.6,10.4
533,5.67,,,1609.1,10.4
534,5.54,,,1373.9,10.6
535,5.55,,,1461.5,10.7
536,5.61,,,1714.0,10.6
537,5.6,,,1651.5,10.5
538,5.5,,,1457.2,10.6
539,5.37,,,1516.3,10.7
540,5.5,,,1577.8,10.7
541,5.95,,,1286.1,10.9
542,5.66,,,1579.9,10.9
543,5.44,,,1582.8,10.9
544,5.48,,,1817.2,10.7
545,5.54,,,1784.1,10.6
546,5.39,,,1779.9,10.5
547,5.63,,,1667.9,10.4
548,5.34,,,1498.8,10.5
549,5.66,,,1537.2,10.6
550,5.6,,,1700.1,10.5
551,5.44,,,1442.1,10.6
552,5.46,,,1826.1,10.5
553,5.3,,,1746.9,10.4
554,5.62,,,1773.1,10.3
555,5.61,,,1776.3,10.2
556,5.59,,,1552.9,10.3
557,5.43,,,1427.7,10.4
558,5.41,,,1554.3,10.5
559,5.45,,,1662.2,10.4
560,5.38,,,1835.6,10.3
561,5.44,,,1484.8,10.4
562,5.47,,,1613.0,10.4
563,5.45,,,1722.6,10.3
564,5.71,,,1581.1,10.4
565,5.62,,,1542.7,10.4
566,5.49,,,1600.3,10.4
567,5.5,,,1560.6,10.5
568,5.42,,,2029.1,10.3
569,5.45,,,1619.4,10.3
570,5.61,,,1493.9,10.4
571,5.72,,,1585.1,10.4
572,5.64,,,1597.8,10.4
